sample_rank,repo_id,repo_name,year,observation_status,observation_end,created_at,llm_native_manual,llm_native_confidence,collaboration_niche,agent_proximity,language,first_event_at,last_event_at,event_rows,event_rows_from_api,active_actors,push_events,push_commits,issues_opened,issues_closed,issues_reopened,issues_opened_author_missing,issues_opened_by_bot,issues_opened_by_human,issues_opened_by_external,issue_median_close_days,issues_closed_with_duration,prs_opened,pr_events_from_api,prs_merged,prs_closed_unmerged,prs_reopened,prs_opened_author_missing,prs_opened_by_bot,prs_opened_by_human,prs_opened_by_external,pr_median_merge_days,prs_merged_with_duration,pr_median_close_unmerged_days,prs_closed_unmerged_with_duration,issue_pr_comment_events,comment_events_author_missing,comment_events_by_bot,comment_events_by_human,pr_review_events,reviews_approved,reviews_changes_requested,review_events_by_maintainer,pr_review_comment_events,review_comment_events_author_missing,review_comment_events_by_bot,review_comment_events_by_human,non_human_public_events,human_public_events,source,quality_flag
77,153097643,openvinotoolkit/openvino,2023,observed,2023-12-31,2018-10-15,traditional,high,model_infra,supporting_infrastructure,C++,2023-01-01 00:30:54,2023-12-31 13:08:04,75739,584,2056,4909,16730,513,422,28,0,0,513,512,14.09,422,6377,548,4769,1435,96,0,112,6265,6315,1.82,4769,36.98,1434,9015,0,1164,7851,25015,7557,524,98,21467,0,1,21466,1277,36095,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
77,153097643,openvinotoolkit/openvino,2024,observed,2024-12-31,2018-10-15,traditional,high,model_infra,supporting_infrastructure,C++,2024-01-01 00:20:43,2024-12-31 22:40:22,71764,419,3485,4562,3691480,528,410,11,0,0,528,528,42.37,410,5668,385,4200,1051,107,0,128,5540,5548,1.75,4200,27.73,1051,9604,0,1685,7919,23052,6905,386,135,19496,0,0,19496,1813,33483,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
77,153097643,openvinotoolkit/openvino,2025,observed,2025-12-31,2018-10-15,traditional,high,model_infra,supporting_infrastructure,C++,2025-01-01 00:25:59,2025-12-31 21:16:59,43141,2058,2467,2061,8229,439,305,9,0,0,439,405,58.32,305,3429,2004,2424,896,69,320,973,2887,3005,2.2,1905,34.55,880,6333,0,1374,4959,12489,3682,215,493,11060,0,242,10818,2635,19103,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
77,153097643,openvinotoolkit/openvino,2026,observed,2026-08-31,2018-10-15,traditional,high,model_infra,supporting_infrastructure,C++,2026-01-01 00:33:42,2026-08-31 22:23:57,9261,974,680,883,0,108,75,3,0,3,105,106,31.72,75,389,851,274,201,6,367,379,0,0,,0,94.68,186,1061,0,268,793,1654,417,45,49,1882,0,484,1398,1134,2296,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
78,974445592,microsoft/agent-framework,2022,not_public_yet,2022-12-31,2025-04-28,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
78,974445592,microsoft/agent-framework,2023,not_public_yet,2023-12-31,2025-04-28,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
78,974445592,microsoft/agent-framework,2024,not_public_yet,2024-12-31,2025-04-28,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
78,974445592,microsoft/agent-framework,2025,observed,2025-12-31,2025-04-28,llm_native,high,agent_framework,agent_building,Python,2025-05-28 11:23:22,2025-12-31 23:01:56,11832,739,3037,929,536,471,172,5,0,0,471,448,7.27,172,352,574,279,46,2,257,294,82,58,0.23,56,3.19,39,906,0,36,870,2079,598,5,126,2111,0,974,1137,1307,2560,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
78,974445592,microsoft/agent-framework,2026,observed,2026-08-31,2025-04-28,llm_native,high,agent_framework,agent_building,Python,2026-01-01 05:20:24,2026-08-31 11:06:52,11135,981,1616,1551,0,358,226,5,0,5,353,353,9.39,226,319,648,235,117,8,304,309,0,0,,0,14.05,98,797,0,61,736,1804,488,4,84,1866,0,898,968,1273,2057,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
79,638951438,comet-ml/opik,2022,not_public_yet,2022-12-31,2023-05-10,llm_native,high,agent_runtime_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
79,638951438,comet-ml/opik,2023,observed,2023-12-31,2023-05-10,llm_native,high,agent_runtime_infra,supporting_infrastructure,Python,2023-06-01 14:47:42,2023-12-28 08:00:24,773,8,329,194,446,6,2,0,0,0,6,6,40.34,2,79,7,66,6,0,0,0,79,24,0.03,66,0.05,6,13,0,0,13,35,17,11,27,21,0,0,21,0,119,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
79,638951438,comet-ml/opik,2024,observed,2024-12-31,2023-05-10,llm_native,high,agent_runtime_infra,supporting_infrastructure,Python,2024-01-06 11:03:32,2024-12-31 23:03:05,10653,83,3537,2321,8093,104,84,5,0,0,104,72,6.03,84,738,69,632,35,2,0,33,705,473,0.08,632,0.65,35,374,0,12,362,1509,564,77,576,1222,0,0,1222,45,2393,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
79,638951438,comet-ml/opik,2025,observed,2025-12-31,2023-05-10,llm_native,high,agent_runtime_infra,supporting_infrastructure,Python,2025-01-01 00:30:52,2025-12-31 23:31:06,37130,1644,9603,8196,22748,352,222,13,0,0,352,309,6.18,221,2212,1584,1864,236,8,281,801,1654,1336,0.24,1362,1.34,223,3550,0,1864,1686,5070,1591,211,1330,4468,0,1371,3097,4115,6789,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
79,638951438,comet-ml/opik,2026,observed,2026-08-31,2023-05-10,llm_native,high,agent_runtime_infra,supporting_infrastructure,Python,2026-01-01 00:07:30,2026-08-31 09:54:28,15702,1476,830,4494,0,36,21,1,0,1,35,35,21.12,21,349,714,258,119,2,325,340,0,0,,0,5.33,97,1587,0,1046,541,2925,605,48,316,3083,0,2184,899,3571,1475,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
80,678526156,marimo-team/marimo,2022,not_public_yet,2022-12-31,2023-08-14,mixed,medium,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
80,678526156,marimo-team/marimo,2023,observed,2023-12-31,2023-08-14,mixed,medium,agent_application,direct_agent_experience,Python,2023-08-14 21:12:31,2023-12-31 23:07:07,4539,22,643,1202,2387,49,33,0,0,1,48,49,0.88,33,431,20,396,11,0,0,52,379,431,0.14,396,0.64,11,573,0,408,165,527,235,1,0,259,0,2,257,463,849,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
80,678526156,marimo-team/marimo,2024,observed,2024-12-31,2023-08-14,mixed,medium,agent_application,direct_agent_experience,Python,2024-01-01 00:02:18,2024-12-31 23:43:11,27547,173,8130,4463,112939,841,642,28,0,0,841,816,1.12,642,1822,105,1628,80,4,0,109,1713,1793,0.05,1628,0.61,80,6047,0,2880,3167,2298,923,3,74,1302,0,56,1246,3045,6967,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
80,678526156,marimo-team/marimo,2025,observed,2025-12-31,2023-08-14,mixed,medium,agent_application,direct_agent_experience,Python,2025-01-01 00:30:29,2025-12-31 19:22:37,30130,1501,7533,4705,20142,1041,692,36,0,3,1039,1001,1.85,692,2112,1320,1834,187,5,195,707,1700,1559,0.1,1386,0.97,181,6939,0,3164,3775,2995,1169,15,463,1662,0,147,1515,4045,8029,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
80,678526156,marimo-team/marimo,2026,observed,2026-08-31,2023-08-14,mixed,medium,agent_application,direct_agent_experience,Python,2026-01-01 03:04:52,2026-08-28 16:55:15,6828,885,1060,1823,0,160,91,2,0,6,154,156,3.7,90,304,606,238,80,2,289,294,0,0,,0,5.36,67,966,0,512,454,857,225,9,76,635,0,360,275,1172,883,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
81,55072677,weaviate/weaviate,2022,observed,2022-12-31,2016-03-30,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2022-01-01 09:14:34,2022-12-31 23:29:02,7954,54,1143,2619,11564,274,202,9,0,0,274,236,67.72,202,439,36,368,32,1,0,0,439,232,0.94,368,1.08,32,1140,0,502,638,988,381,17,592,759,0,0,759,502,2110,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
81,55072677,weaviate/weaviate,2023,observed,2023-12-31,2016-03-30,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2023-01-01 07:52:12,2023-12-31 17:21:53,19192,126,5754,4034,32583,469,236,15,0,0,469,319,15.85,236,958,99,695,144,13,0,38,920,562,0.75,695,3.85,144,3822,0,2382,1440,1842,735,33,954,1291,0,0,1291,2420,4120,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
81,55072677,weaviate/weaviate,2024,observed,2024-12-31,2016-03-30,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2024-01-01 00:13:04,2024-12-31 18:57:08,36638,202,3915,9553,6666185,358,275,7,0,0,358,274,58.46,275,2425,187,1762,474,22,0,65,2360,2093,0.11,1762,1.92,474,10251,0,8490,1761,4995,1885,39,893,2685,0,53,2632,8608,7111,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
81,55072677,weaviate/weaviate,2025,observed,2025-12-31,2016-03-30,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2025-01-01 06:06:00,2025-12-31 15:48:32,32979,1509,2807,7345,91572,154,167,1,0,0,154,148,535.81,167,2329,1490,1765,370,15,200,669,2026,1923,0.14,1324,2.12,365,8648,0,7680,968,6636,1687,18,391,2135,0,81,2054,8441,5202,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
81,55072677,weaviate/weaviate,2026,observed,2026-08-31,2016-03-30,traditional,high,agent_runtime_infra,supporting_infrastructure,Go,2026-01-01 06:06:45,2026-08-31 17:36:47,6859,802,373,2763,0,27,18,0,0,1,26,26,799.49,17,244,540,187,108,4,222,238,0,0,,0,96.41,97,897,0,746,151,1344,182,1,134,498,0,317,181,1302,358,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
82,599320067,langflow-ai/langflow,2022,not_public_yet,2022-12-31,2023-02-08,llm_native,high,agent_framework,agent_building,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
82,599320067,langflow-ai/langflow,2023,observed,2023-12-31,2023-02-08,llm_native,high,agent_framework,agent_building,Python,2023-02-24 21:49:23,2023-12-31 15:46:10,24061,82,14765,4547,60922,479,390,11,0,0,479,476,52.06,390,689,45,542,97,12,0,28,661,523,0.05,542,0.85,97,1641,0,320,1321,329,221,44,49,62,0,11,51,359,2512,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
82,599320067,langflow-ai/langflow,2024,observed,2024-12-31,2023-02-08,llm_native,high,agent_framework,agent_building,Python,2024-01-01 03:03:36,2024-12-31 23:53:44,63306,303,29235,12967,637068,1203,1034,32,0,0,1203,1130,13.88,1034,2731,226,2153,297,19,0,92,2639,1521,0.25,2153,2.26,297,7711,0,3508,4203,3586,2251,379,1654,1516,0,23,1493,3623,9538,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
82,599320067,langflow-ai/langflow,2025,observed,2025-12-31,2023-02-08,llm_native,high,agent_framework,agent_building,Python,2025-01-01 00:05:10,2025-12-31 23:37:06,112374,1752,67383,13822,63275,1080,689,34,0,0,1080,1054,81,687,3039,1607,1847,762,21,220,855,2534,1189,0.97,1438,9.88,746,11304,0,7337,3967,5016,2063,386,2441,5073,0,2151,2922,10394,10503,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
82,599320067,langflow-ai/langflow,2026,observed,2026-08-31,2023-02-08,llm_native,high,agent_framework,agent_building,Python,2026-01-01 00:08:07,2026-08-31 23:17:41,16007,791,2353,5443,0,68,42,2,0,2,66,66,65.44,42,351,688,167,233,17,329,298,0,0,,0,24.05,197,1225,0,910,315,678,194,31,26,722,0,425,297,1635,678,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
83,1216785679,esengine/DeepSeek-Reasonix,2022,not_public_yet,2022-12-31,2026-04-21,llm_native,high,agent_application,direct_agent_experience,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
83,1216785679,esengine/DeepSeek-Reasonix,2023,not_public_yet,2023-12-31,2026-04-21,llm_native,high,agent_application,direct_agent_experience,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
83,1216785679,esengine/DeepSeek-Reasonix,2024,not_public_yet,2024-12-31,2026-04-21,llm_native,high,agent_application,direct_agent_experience,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
83,1216785679,esengine/DeepSeek-Reasonix,2025,not_public_yet,2025-12-31,2026-04-21,llm_native,high,agent_application,direct_agent_experience,Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
83,1216785679,esengine/DeepSeek-Reasonix,2026,observed,2026-08-31,2026-04-21,llm_native,high,agent_application,direct_agent_experience,Go,2026-04-21 08:34:25,2026-08-31 16:15:17,4616,0,1995,1430,0,162,87,1,0,0,162,162,0.65,86,223,0,0,10,7,223,0,0,0,,0,,0,246,0,9,237,56,11,6,0,32,0,19,13,28,412,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
84,564072810,Arize-ai/phoenix,2022,observed,2022-12-31,2022-11-09,mixed,medium,agent_runtime_infra,supporting_infrastructure,Python,2022-11-10 05:00:14,2022-12-10 23:21:19,27,27,3,0,0,27,0,0,0,0,27,27,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
84,564072810,Arize-ai/phoenix,2023,observed,2023-12-31,2022-11-09,mixed,medium,agent_runtime_infra,supporting_infrastructure,Python,2023-01-03 18:24:48,2023-12-30 23:26:00,12185,162,1826,3227,9111,740,577,16,0,0,740,740,7.35,577,755,42,658,56,6,0,21,734,751,0.05,658,1.05,56,1154,0,233,921,1570,558,10,6,1521,0,0,1521,254,3916,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
84,564072810,Arize-ai/phoenix,2024,observed,2024-12-31,2022-11-09,mixed,medium,agent_runtime_infra,supporting_infrastructure,Python,2024-01-01 07:39:27,2024-12-31 17:07:31,28805,235,2751,7960,245754,1799,1680,36,0,0,1799,1787,7.84,1680,1970,108,1715,158,13,0,124,1846,1914,0.07,1715,0.2,158,2724,0,760,1964,4322,1643,29,108,3535,0,11,3524,895,9133,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
84,564072810,Arize-ai/phoenix,2025,observed,2025-12-31,2022-11-09,mixed,medium,agent_runtime_infra,supporting_infrastructure,Python,2025-01-01 06:33:36,2025-12-31 16:11:43,28836,1794,2957,7985,34467,1554,1100,40,0,0,1554,1491,13.14,1100,2253,1525,1968,230,14,201,736,1860,1896,0.08,1449,0.61,225,2837,0,976,1861,3670,1444,30,82,2813,0,918,1895,2674,7170,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
84,564072810,Arize-ai/phoenix,2026,observed,2026-08-31,2022-11-09,mixed,medium,agent_runtime_infra,supporting_infrastructure,Python,2026-01-01 07:07:10,2026-08-31 16:08:47,10007,976,570,4442,0,223,126,0,0,15,208,208,22.23,126,409,813,355,71,1,400,397,0,0,,0,7.59,50,620,0,400,220,691,220,3,30,597,0,320,277,1132,705,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
85,76474200,apache/hudi,2022,observed,2022-12-31,2016-12-14,traditional,high,model_infra,supporting_infrastructure,Java,2022-01-01 02:13:13,2022-12-31 21:40:03,61102,168,2159,1825,3250,798,712,34,0,0,798,792,17.94,712,2283,116,1521,510,67,0,18,2265,1989,2,1521,6.88,510,32464,0,23,32441,9131,1584,193,1625,9835,0,0,9835,41,45339,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
85,76474200,apache/hudi,2023,observed,2023-12-31,2016-12-14,traditional,high,model_infra,supporting_infrastructure,Java,2023-01-01 01:30:49,2023-12-31 19:43:19,52744,160,1990,1605,4142,759,470,33,0,0,759,747,9.9,470,2047,134,1401,534,97,0,8,2039,1793,2.55,1401,8.15,534,26087,0,3,26084,9033,1763,195,1470,9103,0,0,9103,11,37985,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
85,76474200,apache/hudi,2024,observed,2024-12-31,2016-12-14,traditional,high,model_infra,supporting_infrastructure,Java,2024-01-01 02:09:03,2024-12-31 17:55:31,38368,107,1328,1423,21895,466,291,10,0,0,466,456,6.91,291,1637,89,1129,502,39,0,6,1631,1418,1.56,1129,14.93,502,19085,0,10,19075,6442,1265,161,867,6368,0,0,6368,16,27540,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
85,76474200,apache/hudi,2025,observed,2025-12-31,2016-12-14,traditional,high,model_infra,supporting_infrastructure,Java,2025-01-01 01:15:13,2025-12-31 23:00:31,44587,966,732,1136,1681,1770,282,4,0,24,1754,1750,10.81,282,1323,797,913,381,16,163,319,1160,1006,1.52,691,4.06,343,17413,0,1,17412,7725,900,97,442,8389,0,17,8372,361,28698,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
85,76474200,apache/hudi,2026,observed,2026-08-31,2016-12-14,traditional,high,model_infra,supporting_infrastructure,Java,2026-01-01 00:39:18,2026-08-31 15:52:01,8192,410,132,384,0,99,113,1,0,1,98,98,206.87,113,179,335,147,42,2,179,154,0,0,,0,49.78,34,2977,0,24,2953,1371,186,10,0,2043,0,6,2037,185,5088,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
86,614765452,Significant-Gravitas/AutoGPT,2022,not_public_yet,2022-12-31,2023-03-16,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
86,614765452,Significant-Gravitas/AutoGPT,2023,observed,2023-12-31,2023-03-16,llm_native,high,agent_application,direct_agent_experience,Python,2023-03-16 09:55:37,2023-12-31 23:50:42,229597,383,174474,4050,20874,2123,1930,50,0,0,2123,2107,7.54,1930,3373,233,1395,1454,75,0,0,3373,3271,0.39,1395,0.75,1454,23522,0,8129,15393,3846,1481,348,744,2056,0,8,2048,8137,22937,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
86,614765452,Significant-Gravitas/AutoGPT,2024,observed,2024-12-31,2023-03-16,llm_native,high,agent_application,direct_agent_experience,Python,2024-01-01 00:27:19,2024-12-31 23:33:15,52027,162,25469,5899,44289,947,878,59,0,169,778,637,14.39,878,1487,114,857,831,19,0,146,1341,1124,0.69,857,16.17,831,6895,0,4652,2243,3618,884,97,1729,3032,0,97,2935,5064,7297,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
86,614765452,Significant-Gravitas/AutoGPT,2025,observed,2025-12-31,2023-03-16,llm_native,high,agent_application,direct_agent_experience,Python,2025-01-01 02:04:33,2025-12-31 23:25:58,37650,1027,12732,6114,25695,468,380,48,0,124,344,275,21.08,380,1364,941,857,466,10,112,609,944,917,0.65,630,4.9,445,8098,0,5852,2246,3277,890,62,1552,2661,0,319,2342,6963,5876,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
86,614765452,Significant-Gravitas/AutoGPT,2026,observed,2026-08-31,2023-03-16,llm_native,high,agent_application,direct_agent_experience,Python,2026-01-01 02:52:45,2026-08-31 19:06:07,18822,1338,1778,5201,0,61,40,4,0,29,32,60,8.25,39,248,463,141,132,7,230,225,0,0,,0,3.39,91,1531,0,942,589,3951,197,80,315,4474,0,2720,1754,3916,2375,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
87,65711522,PaddlePaddle/Paddle,2022,observed,2022-12-31,2016-08-15,traditional,high,model_infra,supporting_infrastructure,C++,2022-01-01 03:24:19,2022-12-31 22:04:48,112563,654,4408,6274,9220,1882,1809,90,0,0,1882,1815,63.17,1809,8862,574,6187,2213,484,0,0,8862,8484,1.83,6187,6.41,2213,23571,0,12153,11418,22614,10874,213,1028,12841,0,0,12841,12153,35003,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
87,65711522,PaddlePaddle/Paddle,2023,observed,2023-12-31,2016-08-15,traditional,high,model_infra,supporting_infrastructure,C++,2023-01-01 03:05:11,2023-12-31 20:29:09,97166,659,4212,6472,6781,1744,2524,85,0,0,1744,1681,371.96,2524,9103,576,6419,2666,544,0,0,9103,8358,2.26,6419,9.67,2666,25370,0,12631,12739,24084,10957,74,2003,15281,0,0,15281,12631,38867,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
87,65711522,PaddlePaddle/Paddle,2024,observed,2024-12-31,2016-08-15,traditional,high,model_infra,supporting_infrastructure,C++,2024-01-01 11:21:19,2024-12-31 15:21:24,78698,569,2861,6561,58912,892,932,21,0,0,892,847,368.73,932,9071,536,6451,2481,488,0,1,9070,7966,1.88,6451,10,2481,18766,0,11075,7691,19860,9917,81,2795,11241,0,9,11232,11085,28885,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
87,65711522,PaddlePaddle/Paddle,2025,observed,2025-12-31,2016-08-15,traditional,high,model_infra,supporting_infrastructure,C++,2025-01-01 02:57:04,2025-12-31 19:34:11,38461,2956,1868,3141,2834,460,410,7,0,9,451,456,256.89,410,4320,2910,3312,1063,158,445,1094,3872,3336,1.88,2495,9.06,1037,11167,0,4489,6678,7966,4405,44,1163,3600,0,190,3410,5782,14411,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
87,65711522,PaddlePaddle/Paddle,2026,observed,2026-08-31,2016-08-15,traditional,high,model_infra,supporting_infrastructure,C++,2026-01-01 02:48:00,2026-08-31 01:52:31,7619,1026,441,637,0,45,37,0,0,1,44,44,370.94,37,424,878,318,194,13,408,383,0,0,,0,110.37,159,2195,0,477,1718,1418,590,151,74,920,0,136,784,997,2546,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
88,1108837393,code-yeongyu/oh-my-openagent,2022,not_public_yet,2022-12-31,2025-12-03,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
88,1108837393,code-yeongyu/oh-my-openagent,2023,not_public_yet,2023-12-31,2025-12-03,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
88,1108837393,code-yeongyu/oh-my-openagent,2024,not_public_yet,2024-12-31,2025-12-03,llm_native,high,agent_application,direct_agent_experience,TypeScript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
88,1108837393,code-yeongyu/oh-my-openagent,2025,observed,2025-12-31,2025-12-03,llm_native,high,agent_application,direct_agent_experience,TypeScript,2025-12-03 02:11:35,2025-12-31 23:19:54,3655,185,2047,342,0,124,48,0,0,0,124,124,0.16,47,82,141,59,22,1,82,74,0,0,,0,0.23,8,560,0,62,498,47,9,1,0,34,0,30,4,166,626,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
88,1108837393,code-yeongyu/oh-my-openagent,2026,observed,2026-08-31,2025-12-03,llm_native,high,agent_application,direct_agent_experience,TypeScript,2026-01-01 00:00:10,2026-08-31 15:46:58,27062,1346,17353,2268,0,690,407,6,0,5,685,685,3.5,406,545,1056,323,260,6,525,515,0,0,,0,6.7,200,2499,0,289,2210,918,186,7,0,1052,0,971,81,1780,2976,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
89,291438522,siyuan-note/siyuan,2022,observed,2022-12-31,2020-08-30,mixed,high,agent_application,direct_agent_experience,TypeScript,2022-01-01 01:41:10,2022-12-31 18:44:22,21506,213,6346,3221,7701,3166,3063,96,0,0,3166,1414,0.09,3063,44,6,32,12,0,0,0,44,40,0.16,32,0.17,12,5375,0,0,5375,10,5,1,8,3,0,0,3,0,8588,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
89,291438522,siyuan-note/siyuan,2023,observed,2023-12-31,2020-08-30,mixed,high,agent_application,direct_agent_experience,TypeScript,2023-01-01 01:47:02,2023-12-31 20:26:06,25316,271,6391,4891,13386,2903,2718,99,0,0,2903,1659,0.12,2718,145,13,101,31,4,0,12,133,138,0.38,101,0.29,31,7730,0,27,7703,98,30,4,67,61,0,0,61,39,10800,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
89,291438522,siyuan-note/siyuan,2024,observed,2024-12-31,2020-08-30,mixed,high,agent_application,direct_agent_experience,TypeScript,2024-01-01 01:19:34,2024-12-31 23:58:07,36503,266,12771,3612,9536,3377,3030,142,0,4,3376,2732,0.43,3030,261,18,199,44,2,0,19,242,251,0.29,199,0.47,44,12621,0,40,12581,186,89,13,135,110,0,0,110,63,16309,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
89,291438522,siyuan-note/siyuan,2025,observed,2025-12-31,2020-08-30,mixed,high,agent_application,direct_agent_experience,TypeScript,2025-01-01 00:00:55,2025-12-31 23:55:44,27840,668,13042,2335,5038,2255,1756,100,0,2,2254,2101,0.61,1754,225,166,177,35,3,44,77,176,170,1.44,126,1.11,32,7413,0,23,7390,115,32,5,46,93,0,19,74,121,9894,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
