study_stage,panel_year,stage_start,stage_end,sample_rank,repo_name,llm_native_manual,collaboration_niche,agent_proximity,item_type,number,node_id,html_url,state,outcome,created_at,updated_at,closed_at,merged_at,author_login,author_github_type,author_association,author_initial_class,performed_via_github_app,ai_disclosure_candidate,ai_disclosure_evidence,comments_count,labels,population_items,selected_items,inclusion_probability,sampling_weight,frame_min_number,frame_max_number,sampling_seed,sampling_method,collected_at
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,43569,PR_kwDODHDyxM6gm9aq,https://github.com/milvus-io/milvus/pull/43569,closed,merged,2025-07-25T10:39:32Z,2025-07-29T06:51:45Z,2025-07-29T06:51:35Z,2025-07-29T06:51:35Z,tinswzy,User,CONTRIBUTOR,human_account,,no,,69,approved|area/dependency|ci-passed|dco-passed|kind/enhancement|lgtm|size/M,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,41915,I_kwDODHDyxM63GOpj,https://github.com/milvus-io/milvus/issues/41915,open,open,2025-05-18T15:22:31Z,2025-05-18T15:22:31Z,,,xiaofan-luan,User,COLLABORATOR,human_account,,no,,0,kind/feature,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,43674,PR_kwDODHDyxM6hheiX,https://github.com/milvus-io/milvus/pull/43674,closed,merged,2025-07-31T12:07:07Z,2025-08-01T05:08:04Z,2025-08-01T05:07:36Z,2025-08-01T05:07:36Z,zhagnlu,User,CONTRIBUTOR,human_account,,no,,5,approved|ci-passed|dco-passed|kind/bug|lgtm|size/M,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,43598,I_kwDODHDyxM7CyHQh,https://github.com/milvus-io/milvus/issues/43598,closed,closed,2025-07-28T03:26:05Z,2025-07-28T09:30:02Z,2025-07-28T09:30:02Z,,ThreadDao,User,CONTRIBUTOR,human_account,,no,,3,kind/bug|severity/critical|triage/accepted,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,41767,I_kwDODHDyxM62J73I,https://github.com/milvus-io/milvus/issues/41767,closed,closed,2025-05-12T08:18:16Z,2025-06-16T01:52:18Z,2025-06-16T01:52:18Z,,yanliang567,User,CONTRIBUTOR,human_account,,no,,3,kind/bug|triage/accepted,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,42911,PR_kwDODHDyxM6bqWqW,https://github.com/milvus-io/milvus/pull/42911,closed,merged,2025-06-23T12:48:59Z,2025-07-21T06:29:51Z,2025-06-25T07:26:43Z,2025-06-25T07:26:43Z,xiaocai2333,User,CONTRIBUTOR,human_account,,no,,15,approved|ci-passed|dco-passed|kind/enhancement|lgtm|size/L,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2025_m5_m8,2025,2025-05-01,2025-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,42754,I_kwDODHDyxM67oviA,https://github.com/milvus-io/milvus/issues/42754,closed,closed,2025-06-15T19:53:06Z,2026-04-21T14:37:27Z,2025-06-15T23:16:09Z,,ghost,User,NONE,human_account,,no,,1,kind/bug|needs-triage,1951,30,0.01537673,65.033333,41650,44122,260829,uniform_issue_number_rejection_sample,2026-08-30T17:01:45.987478+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50847,PR_kwDODHDyxM7rMCqK,https://github.com/milvus-io/milvus/pull/50847,closed,merged,2026-06-27T01:32:26Z,2026-06-29T02:06:28Z,2026-06-29T02:06:28Z,2026-06-29T02:06:28Z,jiaqizho,User,CONTRIBUTOR,human_account,,no,,10,approved|area/compilation|ci-passed|dco-passed|kind/enhancement|lgtm|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50580,PR_kwDODHDyxM7nIGFM,https://github.com/milvus-io/milvus/pull/50580,closed,merged,2026-06-16T17:44:53Z,2026-07-06T04:14:35Z,2026-07-06T04:14:30Z,2026-07-06T04:14:30Z,congqixia,User,CONTRIBUTOR,human_account,,no,,53,approved|ci-passed|dco-passed|kind/bug|lgtm|size/XXL,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,50839,I_kwDODHDyxM8AAAABG0v-Ow,https://github.com/milvus-io/milvus/issues/50839,closed,closed,2026-06-26T14:55:24Z,2026-08-08T12:38:52Z,2026-08-08T12:38:52Z,,ArthurHlt,User,NONE,human_account,,no,,1,kind/bug|stale|triage/accepted,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51125,PR_kwDODHDyxM7uyTGv,https://github.com/milvus-io/milvus/pull/51125,closed,merged,2026-07-07T10:58:49Z,2026-07-09T09:20:35Z,2026-07-09T09:20:35Z,2026-07-09T09:20:35Z,MrPresent-Han,User,CONTRIBUTOR,human_account,,no,,14,approved|area/test|ci-passed|dco-passed|kind/enhancement|lgtm|sig/testing|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51112,PR_kwDODHDyxM7urwGh,https://github.com/milvus-io/milvus/pull/51112,closed,closed_unmerged,2026-07-07T06:16:56Z,2026-07-09T08:05:29Z,2026-07-09T08:05:29Z,,pymilvus-bot,User,CONTRIBUTOR,human_account,,no,,5,area/test|ci-passed|dco-passed|do-not-merge/missing-related-pr|do-not-merge/need-merge-master-first|do-not-merge/need-milestone|kind/test|sig/testing|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51690,PR_kwDODHDyxM70s9Vc,https://github.com/milvus-io/milvus/pull/51690,closed,merged,2026-07-22T05:27:23Z,2026-07-23T08:14:46Z,2026-07-23T08:14:46Z,2026-07-23T08:14:46Z,pymilvus-bot,User,CONTRIBUTOR,human_account,,no,,6,approved|area/test|ci-passed|dco-passed|kind/branch-feature|kind/test|lgtm|sig/testing|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,52016,PR_kwDODHDyxM74IYTC,https://github.com/milvus-io/milvus/pull/52016,closed,merged,2026-07-29T17:51:34Z,2026-07-30T11:12:45Z,2026-07-30T11:12:31Z,2026-07-30T11:12:31Z,sre-ci-robot,User,CONTRIBUTOR,human_account,,no,,7,approved|ci-passed|dco-passed|do-not-merge/need-merge-master-first|do-not-merge/need-milestone|lgtm|size/S,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,52833,I_kwDODHDyxM8AAAABOGiWAA,https://github.com/milvus-io/milvus/issues/52833,open,open,2026-08-25T02:17:10Z,2026-08-25T02:17:10Z,,,sijie-ni-0214,User,CONTRIBUTOR,human_account,,no,,0,,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50058,PR_kwDODHDyxM7fQl2j,https://github.com/milvus-io/milvus/pull/50058,closed,merged,2026-05-26T04:08:17Z,2026-06-15T11:42:28Z,2026-06-15T11:42:22Z,2026-06-15T11:42:22Z,shaoting-huang,User,CONTRIBUTOR,human_account,,no,,12,approved|ci-passed|dco-passed|kind/bug|lgtm|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,52820,PR_kwDODHDyxM8AAAABA1F4tA,https://github.com/milvus-io/milvus/pull/52820,open,open,2026-08-24T17:00:41Z,2026-08-25T05:12:02Z,,,marcelo-cjl,User,CONTRIBUTOR,human_account,,no,,11,area/compilation|area/test|dco-passed|kind/enhancement|sig/testing|size/S,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,52048,I_kwDODHDyxM8AAAABKzZX-g,https://github.com/milvus-io/milvus/issues/52048,open,open,2026-07-30T12:57:53Z,2026-08-10T01:38:56Z,,,Nqn7m11,User,NONE,human_account,,no,,1,kind/bug|triage/accepted,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,49615,PR_kwDODHDyxM7Zd8aZ,https://github.com/milvus-io/milvus/pull/49615,closed,merged,2026-05-08T09:05:13Z,2026-05-14T08:40:53Z,2026-05-14T08:40:11Z,2026-05-14T08:40:11Z,jiaqizho,User,CONTRIBUTOR,human_account,,no,,9,approved|area/compilation|ci-passed|dco-passed|kind/enhancement|lgtm|low-code-coverage|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,52825,PR_kwDODHDyxM8AAAABA166Lg,https://github.com/milvus-io/milvus/pull/52825,closed,merged,2026-08-24T19:00:16Z,2026-08-26T23:48:14Z,2026-08-26T23:48:14Z,2026-08-26T23:48:14Z,xiaofan-luan,User,COLLABORATOR,human_account,,no,,9,ci-passed|dco-passed|do-not-merge/need-merge-master-first|kind/enhancement|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50399,PR_kwDODHDyxM7kNRHC,https://github.com/milvus-io/milvus/pull/50399,closed,merged,2026-06-09T04:17:27Z,2026-06-15T07:03:24Z,2026-06-15T05:48:27Z,2026-06-15T05:48:27Z,zhengbuqian,User,COLLABORATOR,human_account,,no,,8,approved|ci-passed|dco-passed|kind/bug|lgtm|low-code-coverage|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,49646,PR_kwDODHDyxM7Z0OfD,https://github.com/milvus-io/milvus/pull/49646,open,open,2026-05-09T08:48:52Z,2026-08-21T18:04:02Z,,,melodyshu,User,NONE,human_account,,no,,22,ci-passed|dco-passed|do-not-merge/need-merge-master-first|kind/enhancement|lgtm|size/M,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51023,PR_kwDODHDyxM7tWdl-,https://github.com/milvus-io/milvus/pull/51023,open,open,2026-07-02T23:39:20Z,2026-08-21T18:03:37Z,,,czs007,User,COLLABORATOR,human_account,,no,,9,approved|ci-passed|dco-passed|do-not-merge/hold|kind/bug|lgtm|low-code-coverage|size/S,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,52545,PR_kwDODHDyxM7_VGu7,https://github.com/milvus-io/milvus/pull/52545,closed,merged,2026-08-14T23:01:07Z,2026-08-15T00:46:42Z,2026-08-15T00:46:42Z,2026-08-15T00:46:42Z,czs007,User,COLLABORATOR,human_account,,no,,5,area/test|ci-passed|dco-passed|do-not-merge/missing-related-pr|do-not-merge/need-merge-master-first|do-not-merge/need-milestone|kind/test|sig/testing|size/M,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51630,PR_kwDODHDyxM7z32LS,https://github.com/milvus-io/milvus/pull/51630,closed,merged,2026-07-20T13:36:46Z,2026-07-22T10:23:59Z,2026-07-22T10:22:48Z,2026-07-22T10:22:48Z,zhengbuqian,User,COLLABORATOR,human_account,,no,,6,approved|ci-passed|dco-passed|kind/bug|lgtm|low-code-coverage|size/M,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,49774,PR_kwDODHDyxM7bHhjk,https://github.com/milvus-io/milvus/pull/49774,closed,merged,2026-05-13T12:40:24Z,2026-05-14T05:22:21Z,2026-05-14T05:22:21Z,2026-05-14T05:22:21Z,congqixia,User,CONTRIBUTOR,human_account,,no,,6,approved|ci-passed|dco-passed|kind/bug|lgtm|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,50388,I_kwDODHDyxM8AAAABEvrVMg,https://github.com/milvus-io/milvus/issues/50388,open,open,2026-06-08T13:42:14Z,2026-08-10T01:36:55Z,,,sijie-ni-0214,User,CONTRIBUTOR,human_account,,no,,2,kind/bug|triage/accepted,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50791,PR_kwDODHDyxM7qejl6,https://github.com/milvus-io/milvus/pull/50791,closed,merged,2026-06-25T08:57:00Z,2026-06-25T09:02:27Z,2026-06-25T09:02:27Z,2026-06-25T09:02:27Z,zhikunyao,User,COLLABORATOR,human_account,,no,,3,approved|ci-passed|dco-passed|kind/test|lgtm|size/M,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51735,PR_kwDODHDyxM71NdAy,https://github.com/milvus-io/milvus/pull/51735,closed,closed_unmerged,2026-07-23T05:33:04Z,2026-07-28T07:47:41Z,2026-07-28T07:47:41Z,,pymilvus-bot,User,CONTRIBUTOR,human_account,,no,,3,area/test|dco-passed|kind/test|sig/testing|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,52520,PR_kwDODHDyxM7-0GFs,https://github.com/milvus-io/milvus/pull/52520,closed,closed_unmerged,2026-08-13T21:28:48Z,2026-08-21T23:32:53Z,2026-08-21T23:32:53Z,,czs007,User,COLLABORATOR,human_account,,no,,4,size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50559,PR_kwDODHDyxM7m5NHR,https://github.com/milvus-io/milvus/pull/50559,closed,merged,2026-06-16T07:36:10Z,2026-06-17T08:36:35Z,2026-06-17T08:36:26Z,2026-06-17T08:36:25Z,pymilvus-bot,User,CONTRIBUTOR,human_account,,no,,8,approved|area/test|ci-passed|dco-passed|kind/branch-feature|kind/test|lgtm|sig/testing|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,51903,PR_kwDODHDyxM73EesG,https://github.com/milvus-io/milvus/pull/51903,open,open,2026-07-27T18:41:52Z,2026-08-14T14:58:28Z,,,jsshin8128,User,NONE,human_account,,no,,14,area/test|ci-passed|dco-passed|kind/enhancement|sig/testing|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,49863,I_kwDODHDyxM8AAAABChAWfA,https://github.com/milvus-io/milvus/issues/49863,open,open,2026-05-17T14:28:35Z,2026-08-10T01:41:27Z,,,mmnhgo,User,NONE,human_account,,no,,4,kind/bug|triage/accepted,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50299,PR_kwDODHDyxM7iqUA6,https://github.com/milvus-io/milvus/pull/50299,closed,merged,2026-06-04T11:47:19Z,2026-06-30T09:21:11Z,2026-06-30T09:20:39Z,2026-06-30T09:20:39Z,CLiqing,User,CONTRIBUTOR,human_account,,no,,10,approved|ci-passed|dco-passed|kind/enhancement|lgtm|low-code-coverage|size/L,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,51337,I_kwDODHDyxM8AAAABIuCQhw,https://github.com/milvus-io/milvus/issues/51337,closed,closed,2026-07-14T05:24:18Z,2026-08-23T16:06:20Z,2026-08-23T16:06:20Z,,sunby,User,CONTRIBUTOR,human_account,,no,,1,stale,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,issue,51231,I_kwDODHDyxM8AAAABITUVqg,https://github.com/milvus-io/milvus/issues/51231,open,open,2026-07-10T04:47:08Z,2026-08-10T01:37:53Z,,,sijie-ni-0214,User,CONTRIBUTOR,human_account,,no,,1,kind/bug|triage/accepted,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2026_m5_m8,2026,2026-05-01,2026-08-28,38,milvus-io/milvus,traditional,agent_runtime_infra,efficiency_panel_case,pull_request,50430,PR_kwDODHDyxM7kuFCZ,https://github.com/milvus-io/milvus/pull/50430,closed,closed_unmerged,2026-06-10T06:39:30Z,2026-06-15T03:05:37Z,2026-06-15T03:05:36Z,,pymilvus-bot,User,CONTRIBUTOR,human_account,,no,,4,area/test|dco-passed|do-not-merge/missing-related-pr|do-not-merge/need-merge-master-first|do-not-merge/need-milestone|kind/test|sig/testing|size/XS,3461,30,0.00866802,115.366667,49487,53007,260829,uniform_issue_number_rejection_sample,2026-08-29T09:10:56.195845+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,7288,PR_kwDOI7xefs53yGh9,https://github.com/vllm-project/vllm/pull/7288,closed,merged,2024-08-08T03:10:52Z,2024-10-08T02:24:26Z,2024-08-08T06:17:30Z,2024-08-08T06:17:30Z,NiuBlibing,User,CONTRIBUTOR,human_account,,no,,4,ready,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,5706,PR_kwDOI7xefs5zD1GG,https://github.com/vllm-project/vllm/pull/5706,closed,closed_unmerged,2024-06-20T11:16:31Z,2024-06-27T08:08:56Z,2024-06-20T12:12:13Z,,ShangmingCai,User,CONTRIBUTOR,human_account,,no,,4,,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,6045,PR_kwDOI7xefs50HGwg,https://github.com/vllm-project/vllm/pull/6045,closed,closed_unmerged,2024-07-01T19:37:36Z,2024-12-07T02:33:26Z,2024-12-07T02:33:26Z,,w013nad,User,NONE,human_account,,no,,4,,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,6084,I_kwDOI7xefs6OTika,https://github.com/vllm-project/vllm/issues/6084,closed,closed,2024-07-03T02:14:01Z,2024-07-09T04:46:07Z,2024-07-09T04:46:07Z,,Jintao-Huang,User,CONTRIBUTOR,human_account,,no,,0,,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,7003,I_kwDOI7xefs6RfG7T,https://github.com/vllm-project/vllm/issues/7003,closed,closed,2024-07-31T20:05:14Z,2025-05-29T02:31:37Z,2025-05-29T02:31:37Z,,m-harmonic,User,NONE,human_account,,no,,9,bug|stale,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,6846,PR_kwDOI7xefs52na_c,https://github.com/vllm-project/vllm/pull/6846,closed,merged,2024-07-26T20:04:25Z,2024-08-30T00:52:57Z,2024-07-27T01:32:20Z,2024-07-27T01:32:20Z,chenqianfzh,User,CONTRIBUTOR,human_account,,no,,5,ready,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,4778,PR_kwDOI7xefs5vNNpq,https://github.com/vllm-project/vllm/pull/4778,closed,closed_unmerged,2024-05-13T05:15:31Z,2026-02-03T12:02:13Z,2024-05-31T02:53:29Z,,AllenDou,User,CONTRIBUTOR,human_account,,no,,0,,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,7283,I_kwDOI7xefs6SSd7Y,https://github.com/vllm-project/vllm/issues/7283,closed,closed,2024-08-07T20:41:20Z,2024-10-17T16:02:51Z,2024-10-17T16:02:51Z,,shimizust,User,NONE,human_account,,no,,8,bug,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,5204,I_kwDOI7xefs6K4kT7,https://github.com/vllm-project/vllm/issues/5204,closed,closed,2024-06-03T03:26:08Z,2024-11-27T02:07:32Z,2024-11-27T02:07:31Z,,cyc00518,User,NONE,human_account,,no,,2,bug|stale,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,5436,I_kwDOI7xefs6L7rLU,https://github.com/vllm-project/vllm/issues/5436,closed,closed,2024-06-12T02:41:59Z,2024-07-08T18:23:25Z,2024-07-08T18:23:25Z,,syGOAT,User,NONE,human_account,,no,,17,bug,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,pull_request,4511,PR_kwDOI7xefs5uNx8Z,https://github.com/vllm-project/vllm/pull/4511,closed,closed_unmerged,2024-05-01T02:54:09Z,2024-05-01T12:57:17Z,2024-05-01T12:11:19Z,,robertgshaw2-redhat,User,COLLABORATOR,human_account,,no,,6,,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
year_2024_m5_m8,2024,2024-05-01,2024-08-28,7,vllm-project/vllm,llm_native,model_infra,efficiency_panel_case,issue,7144,I_kwDOI7xefs6R4-9H,https://github.com/vllm-project/vllm/issues/7144,closed,closed,2024-08-05T05:31:00Z,2024-08-05T06:24:19Z,2024-08-05T06:22:14Z,,BrenchCC,User,NONE,human_account,,no,,3,usage,3331,30,0.0090063,111.033333,4508,7975,260829,uniform_issue_number_rejection_sample,2026-08-30T17:02:01.508182+00:00
