study_stage,panel_year,repo_name,llm_native_manual,item_type,number,html_url,created_at,stage_end,sampling_weight,agent_opener,agent_visible_24h,agent_visible_30d,early_agent_exposure,coding_or_review_agent_visible_24h,coding_or_review_agent_visible_30d,support_agent_visible_30d,security_review_agent_visible_30d,explicit_ai_disclosure,human_response_hours,maintainer_response_hours,any_response_hours,eligible_1d,eligible_7d,human_response_24h,human_response_7d,maintainer_response_7d,any_response_7d,eligible_30d,resolved_30d,issue_closed_30d,pr_merged_30d,pr_closed_unmerged_30d,eligible_90d,resolved_90d,issue_closed_90d,pr_merged_90d,reply_events_30d,human_reply_events_30d,maintainer_actions_30d,agent_actions_30d,automation_actions_30d,conversation_runs_30d,maintainer_entries_30d,opener_return_rounds_30d,review_events_30d,human_review_events_30d,maintainer_review_events_30d,agent_review_events_30d,changes_requested_30d,commits_after_first_review_30d,commits_after_first_human_review_30d,commits_after_first_agent_review_30d
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,5834,https://github.com/vllm-project/vllm/pull/5834,2024-06-25T19:00:06Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,0.169167,0.169167,0.169167,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,issue,7859,https://github.com/vllm-project/vllm/issues/7859,2024-08-26T04:18:55Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,,,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,7055,https://github.com/vllm-project/vllm/pull/7055,2024-08-02T01:24:57Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,16.946389,16.946389,0.003889,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,5,4,4,0,1,3,1,1,4,4,4,0,0,1,1,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,6326,https://github.com/vllm-project/vllm/pull/6326,2024-07-11T08:01:05Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,6.079444,6.079444,6.079444,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,7520,https://github.com/vllm-project/vllm/pull/7520,2024-08-14T15:11:05Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,34.680278,34.680278,0.003889,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,7,6,6,0,2,6,3,2,2,2,2,0,0,5,5,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,5257,https://github.com/vllm-project/vllm/pull/5257,2024-06-04T18:32:53Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,5774,https://github.com/vllm-project/vllm/pull/5774,2024-06-23T14:38:37Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,4.659722,5.0275,4.659722,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,6,6,1,0,0,4,1,1,2,2,0,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,issue,4520,https://github.com/vllm-project/vllm/issues/4520,2024-05-01T08:49:00Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,552.653889,,552.653889,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,issue,6508,https://github.com/vllm-project/vllm/issues/6508,2024-07-17T13:32:43Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,49.815833,308.355278,49.815833,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,10,10,3,0,0,8,3,1,0,0,0,0,0,0,0,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,pull_request,6113,https://github.com/vllm-project/vllm/pull/6113,2024-07-03T18:22:53Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,0.130278,0.130278,0.130278,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,16,16,11,0,0,8,3,3,16,16,11,0,0,7,7,0
year_2024_m5_m8,2024,vllm-project/vllm,llm_native,issue,7465,https://github.com/vllm-project/vllm/issues/7465,2024-08-13T07:37:56Z,2024-08-28,111.033333,no,no,no,no,no,no,no,no,no,0.588056,0.588056,0.588056,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,3,3,2,0,0,3,2,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,18915,https://github.com/vllm-project/vllm/pull/18915,2025-05-29T16:30:23Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.288611,0.288611,0.002778,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,6,5,5,0,1,4,2,1,5,5,5,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,17587,https://github.com/vllm-project/vllm/issues/17587,2025-05-02T13:18:35Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.613611,2.619167,0.613611,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,4,4,1,0,0,4,1,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,22110,https://github.com/vllm-project/vllm/issues/22110,2025-08-01T23:57:22Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,22992,https://github.com/vllm-project/vllm/issues/22992,2025-08-15T16:26:44Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.108333,0.465556,0.108333,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,6,6,3,0,0,3,1,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,19296,https://github.com/vllm-project/vllm/pull/19296,2025-06-06T20:09:10Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.486111,0.486111,0.002778,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,5,1,1,3,3,3,1,0,4,1,1,3,1,2,1,2
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,20965,https://github.com/vllm-project/vllm/issues/20965,2025-07-15T07:18:20Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,19552,https://github.com/vllm-project/vllm/issues/19552,2025-06-12T12:40:34Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,23739,https://github.com/vllm-project/vllm/issues/23739,2025-08-27T11:16:05Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17574,https://github.com/vllm-project/vllm/pull/17574,2025-05-02T05:06:02Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.035556,0.035556,0.0025,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,7,5,5,1,3,7,3,2,3,2,2,1,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,18672,https://github.com/vllm-project/vllm/pull/18672,2025-05-25T02:47:56Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.303333,0.303333,0.001944,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,1,1,0,2,2,1,0,1,1,1,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,18475,https://github.com/vllm-project/vllm/pull/18475,2025-05-21T09:29:46Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,176.880556,176.880556,0.4,yes,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,4,3,2,0,1,3,1,1,3,3,2,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,22524,https://github.com/vllm-project/vllm/pull/22524,2025-08-08T13:37:59Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.031944,0.031944,0.0025,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,7,2,2,4,4,4,1,1,6,2,2,4,0,6,6,6
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,22281,https://github.com/vllm-project/vllm/pull/22281,2025-08-05T22:02:42Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,236.752778,236.752778,0.003056,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,9,7,2,1,2,7,2,2,4,3,2,1,0,5,4,5
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17805,https://github.com/vllm-project/vllm/pull/17805,2025-05-07T15:16:09Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.526667,0.526667,0.0025,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,7,6,6,0,6,4,2,1,6,6,6,0,0,2,2,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,20419,https://github.com/vllm-project/vllm/pull/20419,2025-07-03T07:17:32Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,161.278056,161.278056,0.0025,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,51,43,22,6,7,19,6,5,38,32,19,6,0,27,27,27
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,20897,https://github.com/vllm-project/vllm/pull/20897,2025-07-14T02:56:31Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,,,0.005,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,5,0,0,4,1,2,0,0,4,0,0,4,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,18692,https://github.com/vllm-project/vllm/pull/18692,2025-05-26T04:31:40Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,68.811389,68.811389,0.002222,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,1,1,0,1,2,1,0,1,1,1,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17750,https://github.com/vllm-project/vllm/pull/17750,2025-05-06T23:11:17Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,0.002222,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,21936,https://github.com/vllm-project/vllm/issues/21936,2025-07-30T15:05:53Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,22139,https://github.com/vllm-project/vllm/pull/22139,2025-08-03T05:28:12Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,,,0.021944,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,1,4,2,0,0,1,0,0,1,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,18593,https://github.com/vllm-project/vllm/pull/18593,2025-05-23T05:44:21Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,10.916667,10.916667,0.002222,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,2,1,1,0,6,2,1,0,1,1,1,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17686,https://github.com/vllm-project/vllm/pull/17686,2025-05-06T01:19:45Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,18.099167,18.099167,0.0025,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,7,5,4,0,6,4,1,1,3,3,3,0,0,3,3,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17820,https://github.com/vllm-project/vllm/pull/17820,2025-05-07T23:31:45Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.058611,0.058611,0.002222,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,8,7,5,0,3,3,1,1,2,2,2,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,19585,https://github.com/vllm-project/vllm/issues/19585,2025-06-12T23:54:31Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,9.016667,9.016667,9.016667,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,9,9,6,0,0,7,4,3,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,issue,19210,https://github.com/vllm-project/vllm/issues/19210,2025-06-05T12:03:40Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,4.1,,4.1,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,3,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,21501,https://github.com/vllm-project/vllm/pull/21501,2025-07-24T06:13:02Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.042222,0.042222,0.007778,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,5,3,3,1,5,4,2,0,4,3,3,1,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,21033,https://github.com/vllm-project/vllm/pull/21033,2025-07-16T06:49:04Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.512222,0.512222,0.020278,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,30,27,18,1,9,18,8,7,24,23,16,1,0,6,6,6
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,22237,https://github.com/vllm-project/vllm/pull/22237,2025-08-05T06:42:12Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,,,0.03,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,3,0,0,2,2,2,0,0,2,0,0,2,0,1,0,1
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,17974,https://github.com/vllm-project/vllm/pull/17974,2025-05-12T02:30:58Z,2025-08-28,211.433333,no,no,no,no,no,no,no,no,no,0.028611,0.028611,0.002222,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,6,5,2,0,2,6,2,2,1,1,1,0,0,0,0,0
year_2025_m5_m8,2025,vllm-project/vllm,llm_native,pull_request,19454,https://github.com/vllm-project/vllm/pull/19454,2025-06-11T00:35:20Z,2025-08-28,211.433333,no,yes,yes,yes,yes,yes,no,no,no,0.309722,0.309722,0.000833,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,5,2,2,2,2,4,1,0,2,2,2,0,0,1,1,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,issue,43643,https://github.com/vllm-project/vllm/issues/43643,2026-05-26T04:58:33Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,36.937222,,36.937222,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,43581,https://github.com/vllm-project/vllm/pull/43581,2026-05-25T08:32:35Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,0.125278,0.125278,0.026111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,4,3,2,1,5,4,2,1,2,1,1,1,0,7,7,7
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,42459,https://github.com/vllm-project/vllm/pull/42459,2026-05-12T21:12:02Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,4.779722,4.779722,0.001111,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,9,5,3,3,6,6,1,2,8,5,3,3,0,1,1,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,52869,https://github.com/vllm-project/vllm/pull/52869,2026-08-19T04:31:24Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,,,0.869444,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,49380,https://github.com/vllm-project/vllm/pull/49380,2026-07-21T23:51:30Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,1.595556,1.595556,0.000833,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,2,1,1,1,6,2,1,0,2,1,1,1,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,50982,https://github.com/vllm-project/vllm/pull/50982,2026-08-04T06:32:02Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,,,0.765278,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,3,0,0,1,4,3,0,0,1,0,0,1,0,1,0,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,50022,https://github.com/vllm-project/vllm/pull/50022,2026-07-27T17:29:35Z,2026-08-28,425.933333,no,no,yes,no,no,yes,no,no,no,316.031111,,25.050556,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,4,2,0,1,6,4,0,1,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,51508,https://github.com/vllm-project/vllm/pull/51508,2026-08-08T17:31:09Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,,,0.001944,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,4,1,0,1,9,4,0,1,1,0,0,1,0,2,0,2
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,46978,https://github.com/vllm-project/vllm/pull/46978,2026-06-29T00:38:31Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,74.646389,74.646389,0.239444,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,7,5,5,1,11,5,1,2,2,1,1,1,0,7,0,7
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,44172,https://github.com/vllm-project/vllm/pull/44172,2026-06-01T06:26:11Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,3.281111,3.281111,0.002778,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,9,7,5,0,2,7,3,2,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,44574,https://github.com/vllm-project/vllm/pull/44574,2026-06-04T20:00:35Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,4.703889,4.703889,0.001111,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,4,3,3,1,3,2,1,0,3,2,2,1,0,1,1,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,52927,https://github.com/vllm-project/vllm/pull/52927,2026-08-19T09:56:45Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,1.578889,1.578889,0.001111,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,6,4,3,1,3,4,1,1,4,3,2,1,0,1,1,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,issue,45519,https://github.com/vllm-project/vllm/issues/45519,2026-06-13T11:57:17Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,43437,https://github.com/vllm-project/vllm/pull/43437,2026-05-22T15:32:59Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,0.887778,0.887778,0.03,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,4,1,1,3,0,2,1,0,4,1,1,3,0,1,1,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,53012,https://github.com/vllm-project/vllm/pull/53012,2026-08-19T22:18:28Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,,,,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2,2,2,0,3,1,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,51855,https://github.com/vllm-project/vllm/pull/51855,2026-08-11T17:49:54Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,50.510278,50.510278,0.010833,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,16,8,8,4,12,10,2,3,8,4,4,4,0,10,7,10
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,45950,https://github.com/vllm-project/vllm/pull/45950,2026-06-17T18:04:51Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,7.03,7.03,7.03,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,3,2,2,1,1,3,2,0,1,1,1,0,0,1,1,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,53331,https://github.com/vllm-project/vllm/pull/53331,2026-08-21T23:34:16Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,,,0.0025,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,4,1,0,0,60,2,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,48143,https://github.com/vllm-project/vllm/pull/48143,2026-07-09T16:47:09Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,yes,no,148.171667,148.171667,0.000833,yes,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,6,1,1,3,30,3,1,0,4,1,1,3,0,5,1,5
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,50729,https://github.com/vllm-project/vllm/pull/50729,2026-08-02T05:57:32Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,249.815278,360.533333,0.0475,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,24,16,12,1,10,17,1,7,9,8,4,1,0,8,3,8
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,issue,44997,https://github.com/vllm-project/vllm/issues/44997,2026-06-09T09:54:18Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,0.330278,0.330278,0.330278,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,49818,https://github.com/vllm-project/vllm/pull/49818,2026-07-25T17:05:17Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,2.503333,,0.0025,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,6,4,0,2,5,6,0,2,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,44797,https://github.com/vllm-project/vllm/pull/44797,2026-06-07T16:19:49Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,387.805278,,0.001111,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,5,3,0,1,1,5,0,2,1,0,0,1,0,1,0,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,53958,https://github.com/vllm-project/vllm/pull/53958,2026-08-26T21:57:43Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,,,0.000833,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,1,1,2,0,0,1,0,0,1,0,1,0,1
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,43425,https://github.com/vllm-project/vllm/pull/43425,2026-05-22T13:15:08Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,98.824444,98.824444,0.003333,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,7,5,3,1,2,6,2,2,6,5,3,1,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,43247,https://github.com/vllm-project/vllm/pull/43247,2026-05-20T20:31:12Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,1.1225,8.008889,0.003333,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,18,15,2,2,2,12,2,5,11,9,1,2,0,4,4,4
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,54290,https://github.com/vllm-project/vllm/pull/54290,2026-08-28T23:41:34Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,,,0.000833,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,2,0,0,1,1,2,0,0,1,0,0,1,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,48969,https://github.com/vllm-project/vllm/pull/48969,2026-07-17T17:47:15Z,2026-08-28,425.933333,no,no,yes,no,no,yes,no,no,no,2.314722,2.314722,0.002222,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,24,21,2,1,5,11,2,4,14,13,0,1,0,4,4,4
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,issue,49699,https://github.com/vllm-project/vllm/issues/49699,2026-07-24T09:22:34Z,2026-08-28,425.933333,no,no,no,no,no,no,no,no,no,,,0.0025,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,2,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0
year_2026_m5_m8,2026,vllm-project/vllm,llm_native,pull_request,49297,https://github.com/vllm-project/vllm/pull/49297,2026-07-21T07:16:49Z,2026-08-28,425.933333,no,yes,yes,yes,yes,yes,no,no,no,1.997222,1.997222,0.000833,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,3,2,2,1,3,2,1,0,3,2,2,1,0,2,1,2
year_2024_m5_m8,2024,pytorch/pytorch,traditional,pull_request,126582,https://github.com/pytorch/pytorch/pull/126582,2024-05-17T22:53:55Z,2024-08-28,313.833333,no,no,no,no,no,no,no,no,no,0.278611,0.278611,0.000833,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,4,2,1,0,12,4,1,1,1,1,1,0,0,2,2,0
