sample_rank,repo_name,created_at,llm_native_manual,collaboration_niche,year,window_start,window_end,observable_in_window,issues_opened,issues_closed_from_cohort,issues_unresolved_from_cohort,prs_opened,prs_closed_from_cohort,prs_merged_from_cohort,prs_closed_unmerged_from_cohort,prs_unresolved_from_cohort,graphql_cost,graphql_remaining,collected_at,quality_flag
79,comet-ml/opik,2023-05-10,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,177,95,82,3266,3112,2560,552,154,1,4842,2026-08-30T13:53:30.883783+00:00,search_count_invariants_ok
80,marimo-team/marimo,2023-08-14,mixed,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4841,2026-08-30T13:53:32.782098+00:00,search_count_invariants_ok
80,marimo-team/marimo,2023-08-14,mixed,agent_application,2023,2023-01-01,2023-08-29,yes,2,0,2,38,36,36,0,2,1,4841,2026-08-30T13:53:32.782098+00:00,search_count_invariants_ok
80,marimo-team/marimo,2023-08-14,mixed,agent_application,2024,2024-01-01,2024-08-29,yes,499,406,93,1082,1077,1041,36,5,1,4841,2026-08-30T13:53:32.782098+00:00,search_count_invariants_ok
80,marimo-team/marimo,2023-08-14,mixed,agent_application,2025,2025-01-01,2025-08-29,yes,928,596,332,1815,1777,1635,142,38,1,4841,2026-08-30T13:53:32.782098+00:00,search_count_invariants_ok
80,marimo-team/marimo,2023-08-14,mixed,agent_application,2026,2026-01-01,2026-08-29,yes,791,555,236,2144,2012,1711,301,132,1,4841,2026-08-30T13:53:32.782098+00:00,search_count_invariants_ok
81,weaviate/weaviate,2016-03-30,traditional,agent_runtime_infra,2022,2022-01-01,2022-08-29,yes,158,106,52,213,202,186,16,11,1,4840,2026-08-30T13:53:34.613193+00:00,search_count_invariants_ok
81,weaviate/weaviate,2016-03-30,traditional,agent_runtime_infra,2023,2023-01-01,2023-08-29,yes,368,126,242,601,555,470,85,46,1,4840,2026-08-30T13:53:34.613193+00:00,search_count_invariants_ok
81,weaviate/weaviate,2016-03-30,traditional,agent_runtime_infra,2024,2024-01-01,2024-08-29,yes,267,102,165,1456,1375,1119,256,81,1,4840,2026-08-30T13:53:34.613193+00:00,search_count_invariants_ok
81,weaviate/weaviate,2016-03-30,traditional,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,154,59,95,2083,1966,1659,307,117,1,4840,2026-08-30T13:53:34.613193+00:00,search_count_invariants_ok
81,weaviate/weaviate,2016-03-30,traditional,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,208,60,148,2470,2171,1829,342,299,1,4840,2026-08-30T13:53:34.613193+00:00,search_count_invariants_ok
82,langflow-ai/langflow,2023-02-08,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4839,2026-08-30T13:53:36.408633+00:00,search_count_invariants_ok
82,langflow-ai/langflow,2023-02-08,llm_native,agent_framework,2023,2023-01-01,2023-08-29,yes,312,235,77,456,446,386,60,10,1,4839,2026-08-30T13:53:36.408633+00:00,search_count_invariants_ok
82,langflow-ai/langflow,2023-02-08,llm_native,agent_framework,2024,2024-01-01,2024-08-29,yes,758,650,108,1438,1396,1222,174,42,1,4839,2026-08-30T13:53:36.408633+00:00,search_count_invariants_ok
82,langflow-ai/langflow,2023-02-08,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,1031,611,420,2819,2410,1727,683,409,1,4839,2026-08-30T13:53:36.408633+00:00,search_count_invariants_ok
82,langflow-ai/langflow,2023-02-08,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,395,301,94,3170,2648,1973,675,522,1,4839,2026-08-30T13:53:36.408633+00:00,search_count_invariants_ok
83,esengine/DeepSeek-Reasonix,2026-04-21,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4838,2026-08-30T13:53:38.284433+00:00,search_count_invariants_ok
83,esengine/DeepSeek-Reasonix,2026-04-21,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4838,2026-08-30T13:53:38.284433+00:00,search_count_invariants_ok
83,esengine/DeepSeek-Reasonix,2026-04-21,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4838,2026-08-30T13:53:38.284433+00:00,search_count_invariants_ok
83,esengine/DeepSeek-Reasonix,2026-04-21,llm_native,agent_application,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4838,2026-08-30T13:53:38.284433+00:00,search_count_invariants_ok
83,esengine/DeepSeek-Reasonix,2026-04-21,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,4358,3149,1209,4838,4222,3474,748,616,1,4838,2026-08-30T13:53:38.284433+00:00,search_count_invariants_ok
84,Arize-ai/phoenix,2022-11-09,mixed,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4837,2026-08-30T13:53:39.934660+00:00,search_count_invariants_ok
84,Arize-ai/phoenix,2022-11-09,mixed,agent_runtime_infra,2023,2023-01-01,2023-08-29,yes,575,433,142,514,506,469,37,8,1,4837,2026-08-30T13:53:39.934660+00:00,search_count_invariants_ok
84,Arize-ai/phoenix,2022-11-09,mixed,agent_runtime_infra,2024,2024-01-01,2024-08-29,yes,1134,933,201,1165,1158,1069,89,7,1,4837,2026-08-30T13:53:39.934660+00:00,search_count_invariants_ok
84,Arize-ai/phoenix,2022-11-09,mixed,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,1447,1057,390,1948,1901,1715,186,47,1,4837,2026-08-30T13:53:39.934660+00:00,search_count_invariants_ok
84,Arize-ai/phoenix,2022-11-09,mixed,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,1646,946,700,3211,2983,2634,349,228,1,4837,2026-08-30T13:53:39.934660+00:00,search_count_invariants_ok
85,apache/hudi,2016-12-14,traditional,model_infra,2022,2022-01-01,2022-08-29,yes,543,349,194,1499,1288,1013,275,211,1,4836,2026-08-30T13:53:43.040451+00:00,search_count_invariants_ok
85,apache/hudi,2016-12-14,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,554,293,261,1432,1199,956,243,233,1,4836,2026-08-30T13:53:43.040451+00:00,search_count_invariants_ok
85,apache/hudi,2016-12-14,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,356,172,184,1074,944,763,181,130,1,4836,2026-08-30T13:53:43.040451+00:00,search_count_invariants_ok
85,apache/hudi,2016-12-14,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,140,56,84,1112,966,706,260,146,1,4836,2026-08-30T13:53:43.040451+00:00,search_count_invariants_ok
85,apache/hudi,2016-12-14,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,654,332,322,1347,1087,952,135,260,1,4836,2026-08-30T13:53:43.040451+00:00,search_count_invariants_ok
86,Significant-Gravitas/AutoGPT,2023-03-16,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4835,2026-08-30T13:53:45.116647+00:00,search_count_invariants_ok
86,Significant-Gravitas/AutoGPT,2023-03-16,llm_native,agent_application,2023,2023-01-01,2023-08-29,yes,1919,1303,616,2116,1991,954,1037,125,1,4835,2026-08-30T13:53:45.116647+00:00,search_count_invariants_ok
86,Significant-Gravitas/AutoGPT,2023-03-16,llm_native,agent_application,2024,2024-01-01,2024-08-29,yes,464,325,139,760,735,367,368,25,1,4835,2026-08-30T13:53:45.116647+00:00,search_count_invariants_ok
86,Significant-Gravitas/AutoGPT,2023-03-16,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,369,256,113,1240,1187,791,396,53,1,4835,2026-08-30T13:53:45.116647+00:00,search_count_invariants_ok
86,Significant-Gravitas/AutoGPT,2023-03-16,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,310,169,141,1954,1602,1126,476,352,1,4835,2026-08-30T13:53:45.116647+00:00,search_count_invariants_ok
87,PaddlePaddle/Paddle,2016-08-15,traditional,model_infra,2022,2022-01-01,2022-08-29,yes,1248,617,631,5619,5025,4091,934,594,1,4834,2026-08-30T13:53:46.843246+00:00,search_count_invariants_ok
87,PaddlePaddle/Paddle,2016-08-15,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,1335,739,596,5894,5268,4116,1152,626,1,4834,2026-08-30T13:53:46.843246+00:00,search_count_invariants_ok
87,PaddlePaddle/Paddle,2016-08-15,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,647,301,346,6706,6103,4977,1126,603,1,4834,2026-08-30T13:53:46.843246+00:00,search_count_invariants_ok
87,PaddlePaddle/Paddle,2016-08-15,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,425,162,263,3938,3569,2970,599,369,1,4834,2026-08-30T13:53:46.843246+00:00,search_count_invariants_ok
87,PaddlePaddle/Paddle,2016-08-15,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,236,63,173,2290,1917,1548,369,373,1,4834,2026-08-30T13:53:46.843246+00:00,search_count_invariants_ok
88,code-yeongyu/oh-my-openagent,2025-12-03,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4833,2026-08-30T13:53:48.540154+00:00,search_count_invariants_ok
88,code-yeongyu/oh-my-openagent,2025-12-03,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4833,2026-08-30T13:53:48.540154+00:00,search_count_invariants_ok
88,code-yeongyu/oh-my-openagent,2025-12-03,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4833,2026-08-30T13:53:48.540154+00:00,search_count_invariants_ok
88,code-yeongyu/oh-my-openagent,2025-12-03,llm_native,agent_application,2025,2025-01-01,2025-08-29,no,0,0,0,0,0,0,0,0,1,4833,2026-08-30T13:53:48.540154+00:00,search_count_invariants_ok
88,code-yeongyu/oh-my-openagent,2025-12-03,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,2418,1922,496,4529,3653,2669,984,876,1,4833,2026-08-30T13:53:48.540154+00:00,search_count_invariants_ok
89,siyuan-note/siyuan,2020-08-30,mixed,agent_application,2022,2022-01-01,2022-08-29,yes,2020,1948,72,15,15,12,3,0,1,4825,2026-08-30T13:53:50.536368+00:00,search_count_invariants_ok
89,siyuan-note/siyuan,2020-08-30,mixed,agent_application,2023,2023-01-01,2023-08-29,yes,2005,1954,51,90,90,76,14,0,1,4825,2026-08-30T13:53:50.536368+00:00,search_count_invariants_ok
89,siyuan-note/siyuan,2020-08-30,mixed,agent_application,2024,2024-01-01,2024-08-29,yes,2195,1841,354,121,120,92,28,1,1,4825,2026-08-30T13:53:50.536368+00:00,search_count_invariants_ok
89,siyuan-note/siyuan,2020-08-30,mixed,agent_application,2025,2025-01-01,2025-08-29,yes,1848,1636,212,173,158,129,29,15,1,4825,2026-08-30T13:53:50.536368+00:00,search_count_invariants_ok
89,siyuan-note/siyuan,2020-08-30,mixed,agent_application,2026,2026-01-01,2026-08-29,yes,1845,1826,19,420,406,331,75,14,1,4825,2026-08-30T13:53:50.536368+00:00,search_count_invariants_ok
90,verl-project/verl,2024-10-31,llm_native,model_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4824,2026-08-30T13:53:52.761099+00:00,search_count_invariants_ok
90,verl-project/verl,2024-10-31,llm_native,model_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4824,2026-08-30T13:53:52.761099+00:00,search_count_invariants_ok
90,verl-project/verl,2024-10-31,llm_native,model_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4824,2026-08-30T13:53:52.761099+00:00,search_count_invariants_ok
90,verl-project/verl,2024-10-31,llm_native,model_infra,2025,2025-01-01,2025-08-29,yes,1405,457,948,1744,1573,1234,339,171,1,4824,2026-08-30T13:53:52.761099+00:00,search_count_invariants_ok
90,verl-project/verl,2024-10-31,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,692,376,316,2119,1701,1128,573,418,1,4824,2026-08-30T13:53:52.761099+00:00,search_count_invariants_ok
91,huggingface/trl,2020-03-27,llm_native,model_infra,2022,2022-01-01,2022-08-29,yes,8,3,5,11,10,8,2,1,1,4823,2026-08-30T13:53:54.769901+00:00,search_count_invariants_ok
91,huggingface/trl,2020-03-27,llm_native,model_infra,2023,2023-01-01,2023-08-29,yes,357,296,61,277,262,228,34,15,1,4823,2026-08-30T13:53:54.769901+00:00,search_count_invariants_ok
91,huggingface/trl,2020-03-27,llm_native,model_infra,2024,2024-01-01,2024-08-29,yes,417,365,52,406,391,337,54,15,1,4823,2026-08-30T13:53:54.769901+00:00,search_count_invariants_ok
91,huggingface/trl,2020-03-27,llm_native,model_infra,2025,2025-01-01,2025-08-29,yes,677,308,369,729,668,515,153,61,1,4823,2026-08-30T13:53:54.769901+00:00,search_count_invariants_ok
91,huggingface/trl,2020-03-27,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,350,261,89,1807,1518,1246,272,289,1,4823,2026-08-30T13:53:54.769901+00:00,search_count_invariants_ok
92,eosphoros-ai/DB-GPT,2023-04-13,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4822,2026-08-30T13:53:56.956700+00:00,search_count_invariants_ok
92,eosphoros-ai/DB-GPT,2023-04-13,llm_native,agent_framework,2023,2023-01-01,2023-08-29,yes,258,123,135,219,216,198,18,3,1,4822,2026-08-30T13:53:56.956700+00:00,search_count_invariants_ok
92,eosphoros-ai/DB-GPT,2023-04-13,llm_native,agent_framework,2024,2024-01-01,2024-08-29,yes,503,427,76,376,368,321,47,8,1,4822,2026-08-30T13:53:56.956700+00:00,search_count_invariants_ok
92,eosphoros-ai/DB-GPT,2023-04-13,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,378,138,240,229,208,192,16,21,1,4822,2026-08-30T13:53:56.956700+00:00,search_count_invariants_ok
92,eosphoros-ai/DB-GPT,2023-04-13,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,84,41,43,152,108,83,25,44,1,4822,2026-08-30T13:53:56.956700+00:00,search_count_invariants_ok
93,danny-avila/LibreChat,2023-02-12,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4821,2026-08-30T13:53:58.895670+00:00,search_count_invariants_ok
93,danny-avila/LibreChat,2023-02-12,llm_native,agent_application,2023,2023-01-01,2023-08-29,yes,222,202,20,531,519,426,93,12,1,4821,2026-08-30T13:53:58.895670+00:00,search_count_invariants_ok
93,danny-avila/LibreChat,2023-02-12,llm_native,agent_application,2024,2024-01-01,2024-08-29,yes,827,733,94,766,736,610,126,30,1,4821,2026-08-30T13:53:58.895670+00:00,search_count_invariants_ok
93,danny-avila/LibreChat,2023-02-12,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,1551,1463,88,1059,978,703,275,81,1,4821,2026-08-30T13:53:58.895670+00:00,search_count_invariants_ok
93,danny-avila/LibreChat,2023-02-12,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,1054,822,232,2493,2091,1673,418,402,1,4821,2026-08-30T13:53:58.895670+00:00,search_count_invariants_ok
94,apache/gravitino,2023-04-23,traditional,model_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4820,2026-08-30T13:54:00.706649+00:00,search_count_invariants_ok
94,apache/gravitino,2023-04-23,traditional,model_infra,2023,2023-01-01,2023-08-29,yes,178,114,64,118,112,97,15,6,1,4820,2026-08-30T13:54:00.706649+00:00,search_count_invariants_ok
94,apache/gravitino,2023-04-23,traditional,model_infra,2024,2024-01-01,2024-08-29,yes,1696,1325,371,1804,1730,1532,198,74,1,4820,2026-08-30T13:54:00.706649+00:00,search_count_invariants_ok
94,apache/gravitino,2023-04-23,traditional,model_infra,2025,2025-01-01,2025-08-29,yes,1001,746,255,1267,1194,1026,168,73,1,4820,2026-08-30T13:54:00.706649+00:00,search_count_invariants_ok
94,apache/gravitino,2023-04-23,traditional,model_infra,2026,2026-01-01,2026-08-29,yes,1253,908,345,1852,1612,1316,296,240,1,4820,2026-08-30T13:54:00.706649+00:00,search_count_invariants_ok
95,charmbracelet/crush,2025-05-21,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4819,2026-08-30T13:54:02.472825+00:00,search_count_invariants_ok
95,charmbracelet/crush,2025-05-21,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4819,2026-08-30T13:54:02.472825+00:00,search_count_invariants_ok
95,charmbracelet/crush,2025-05-21,llm_native,agent_application,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4819,2026-08-30T13:54:02.472825+00:00,search_count_invariants_ok
95,charmbracelet/crush,2025-05-21,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,346,121,225,520,456,370,86,64,1,4819,2026-08-30T13:54:02.472825+00:00,search_count_invariants_ok
95,charmbracelet/crush,2025-05-21,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,571,256,315,1242,938,744,194,304,1,4819,2026-08-30T13:54:02.472825+00:00,search_count_invariants_ok
96,aaif-goose/goose,2024-08-23,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4818,2026-08-30T13:54:04.319834+00:00,search_count_invariants_ok
96,aaif-goose/goose,2024-08-23,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4818,2026-08-30T13:54:04.319834+00:00,search_count_invariants_ok
96,aaif-goose/goose,2024-08-23,llm_native,agent_application,2024,2024-01-01,2024-08-29,yes,5,2,3,21,15,13,2,6,1,4818,2026-08-30T13:54:04.319834+00:00,search_count_invariants_ok
96,aaif-goose/goose,2024-08-23,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,947,681,266,2854,2784,2235,549,70,1,4818,2026-08-30T13:54:04.319834+00:00,search_count_invariants_ok
96,aaif-goose/goose,2024-08-23,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,1409,1267,142,3788,3451,2486,965,337,1,4818,2026-08-30T13:54:04.319834+00:00,search_count_invariants_ok
97,open-webui/open-webui,2023-10-06,llm_native,agent_application,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4817,2026-08-30T13:54:06.193664+00:00,search_count_invariants_ok
97,open-webui/open-webui,2023-10-06,llm_native,agent_application,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4817,2026-08-30T13:54:06.193664+00:00,search_count_invariants_ok
97,open-webui/open-webui,2023-10-06,llm_native,agent_application,2024,2024-01-01,2024-08-29,yes,1795,1666,129,1326,1301,960,341,25,1,4817,2026-08-30T13:54:06.193664+00:00,search_count_invariants_ok
97,open-webui/open-webui,2023-10-06,llm_native,agent_application,2025,2025-01-01,2025-08-29,yes,3110,2959,151,2107,2038,1045,993,69,1,4817,2026-08-30T13:54:06.193664+00:00,search_count_invariants_ok
97,open-webui/open-webui,2023-10-06,llm_native,agent_application,2026,2026-01-01,2026-08-29,yes,2278,2157,121,5110,4761,1123,3638,349,1,4817,2026-08-30T13:54:06.193664+00:00,search_count_invariants_ok
98,livekit/agents,2023-10-19,llm_native,agent_framework,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4816,2026-08-30T13:54:08.100295+00:00,search_count_invariants_ok
98,livekit/agents,2023-10-19,llm_native,agent_framework,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4816,2026-08-30T13:54:08.100295+00:00,search_count_invariants_ok
98,livekit/agents,2023-10-19,llm_native,agent_framework,2024,2024-01-01,2024-08-29,yes,122,86,36,477,462,410,52,15,1,4816,2026-08-30T13:54:08.100295+00:00,search_count_invariants_ok
98,livekit/agents,2023-10-19,llm_native,agent_framework,2025,2025-01-01,2025-08-29,yes,760,500,260,1212,1106,954,152,106,1,4816,2026-08-30T13:54:08.100295+00:00,search_count_invariants_ok
98,livekit/agents,2023-10-19,llm_native,agent_framework,2026,2026-01-01,2026-08-29,yes,575,402,173,2024,1520,1257,263,504,1,4816,2026-08-30T13:54:08.100295+00:00,search_count_invariants_ok
99,router-for-me/CLIProxyAPI,2025-07-01,llm_native,agent_runtime_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4815,2026-08-30T13:54:10.252524+00:00,search_count_invariants_ok
99,router-for-me/CLIProxyAPI,2025-07-01,llm_native,agent_runtime_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4815,2026-08-30T13:54:10.252524+00:00,search_count_invariants_ok
99,router-for-me/CLIProxyAPI,2025-07-01,llm_native,agent_runtime_infra,2024,2024-01-01,2024-08-29,no,0,0,0,0,0,0,0,0,1,4815,2026-08-30T13:54:10.252524+00:00,search_count_invariants_ok
99,router-for-me/CLIProxyAPI,2025-07-01,llm_native,agent_runtime_infra,2025,2025-01-01,2025-08-29,yes,12,10,2,2,2,1,1,0,1,4815,2026-08-30T13:54:10.252524+00:00,search_count_invariants_ok
99,router-for-me/CLIProxyAPI,2025-07-01,llm_native,agent_runtime_infra,2026,2026-01-01,2026-08-29,yes,2291,2211,80,1680,1179,498,681,501,1,4815,2026-08-30T13:54:10.252524+00:00,search_count_invariants_ok
100,kvcache-ai/Mooncake,2024-06-25,llm_native,model_infra,2022,2022-01-01,2022-08-29,no,0,0,0,0,0,0,0,0,1,4814,2026-08-30T13:54:12.267477+00:00,search_count_invariants_ok
100,kvcache-ai/Mooncake,2024-06-25,llm_native,model_infra,2023,2023-01-01,2023-08-29,no,0,0,0,0,0,0,0,0,1,4814,2026-08-30T13:54:12.267477+00:00,search_count_invariants_ok
100,kvcache-ai/Mooncake,2024-06-25,llm_native,model_infra,2024,2024-01-01,2024-08-29,yes,3,1,2,0,0,0,0,0,1,4814,2026-08-30T13:54:12.267477+00:00,search_count_invariants_ok
100,kvcache-ai/Mooncake,2024-06-25,llm_native,model_infra,2025,2025-01-01,2025-08-29,yes,208,91,117,528,481,423,58,47,1,4814,2026-08-30T13:54:12.267477+00:00,search_count_invariants_ok
100,kvcache-ai/Mooncake,2024-06-25,llm_native,model_infra,2026,2026-01-01,2026-08-29,yes,531,295,236,1918,1528,1353,175,390,1,4814,2026-08-30T13:54:12.267477+00:00,search_count_invariants_ok
